,reviews,ratings,dine_in_time
976,This was my 3rd time and I've enjoyed every time.I will definitely recommend to others my daughter brought me Mothers day its around the corner from my house.,5," October 13, 2017"
977,"Went for a date, we were looking for a nice restaurant which wasn't too upscale, but came with upscale food.",4," October 13, 2017"
978,Everything was great!!!,5," October 10, 2017"
979,Awesome! Very good food &amp; quiet!,5," October 8, 2017"
980,Always great food and great service at Fogo.  Highly recommend.,5," October 7, 2017"
981,We love this place!,5," October 7, 2017"
982,"Never disappoints.  Service is always terrific.  Flavors on the various beef, pork, and poultry was fantastic.  Wish they'd figure out a way to incorporate seafood into the mix, but not a showstopper.  Crowded place, even though we had somewhat earlier reservations.  Nice upscale meal.",4," October 7, 2017"
983,Great place for an upscale family dinner!  My family  loves it here and the staff treats everyone very well!,5," October 7, 2017"
984,I’ve been to many Fogo de Chao in many plces and this one does bot have the quality standards of the chain elsewhere.,1," October 1, 2017"
985,The staff and management were top notch and I'll recommend to plenty of people,5," October 1, 2017"
986,"Good plentiful  food, very crowded and noisy.",4," September 30, 2017"
987,Lost the magic. I have been to fogo in Dallas and tried this Boston location.  It felt like we were in a cafeteria and the quaint Brazilian steak house feel was not to be found. Felt like we were just herded in and herded out.  Too bad because it could be a nice relaxing and fun experience for a family.,2," September 29, 2017"
988,"The food was well-seasoned and hot and tasted so fresh. The staff was extremely friendly and attentatuve. The manager , Anna, was vigilantly stances in plain view and I noticed she served customers, upon their behest,  food from the marketplace . It was such a top notch visit to a well crafted restauaght.  My daughter would love to host her 2018 BU graduation there. Impeccable flavor,  and service. It far exceeded my expectation.",5," September 25, 2017"
989,Great night out with super food only made better by Jonathan and Ana who are two of the best managers I have ever seen!,4," September 23, 2017"
990,Service from bartender impeccable!  I don’t frequent a lot..but he seems to always remember me!!  <br/><br/>I did order an anniversary dessert which was never brought out to our table...it was ok because we enjoyed dinner too much,5," September 23, 2017"
991,Great food. Great drinks. Attentive wait staff. Truly enjoyed it.,5," September 23, 2017"
992,I was there and i didn't feel welcome! Food was ok! Service wasn't that good! Didn't feel ok to return!,2," September 21, 2017"
993,I really enjoyed the new offering of bone in ribeye but I had to request for beef ribs and file mignon.,4," September 20, 2017"
994,Me esperaba una buena picanha. Ración muy justa. Carne mejorable,3," September 20, 2017"
995,"I have eaten at Fogo De Chao in different cities (DC, New York).  I always enjoy my meal. This Boston, location was my least favorite.  The service, sides, amenities, were not as good at this location.  I would not go back to the Boston location.",3," September 16, 2017"
996,It was just awesome.,5," September 16, 2017"
997,"Been to this restaurant three times.  First time was wonderful (a graduation), second time was a business affair (very nice too).  These two prior times there seemed like there was more of a selection of meats.  The third time not as impressed.  It's very expensive and you need to love meat.",3," September 15, 2017"
998,"As usual, the food and service are outstanding.  An enormous lunch buffet was enjoyed along with the table carved meat  (lamb for me). Enjoyed a white wine blend also.",5," September 13, 2017"
999,It was ok. I had told the restaurant that it was a birthday in the reservation but no mentioned was made about it. The other thing I really thought it was ridiculous is that e even though they have a price with meet or without for adults - they don't have this for kids so kids pay 1/2 price but of the full amount even if they don't eat any meat.,4," September 10, 2017"
1000,"Utter disappointment. This is our third try in as many years and it will be the last. While the Fogo de Chao in Dallas was great every single time (and we went pretty frequently) the Boston location has never measured up. Our server was inattentive at best and there were long stretches of time between gaucho's coming to the table, even with all cards turned to green. At one point we waited more than 15 minutes for someone to pass by with food, but even the meats were largely uninspiring. Considering the cost, I would expect the service and the food to be much better.",3," September 9, 2017"
1001,Great food and service. Attention yo fetail,5," September 9, 2017"
1002,Excellent service and an amazing ambience . Loved the overall experience,5," September 9, 2017"
